12,전경원,SSG,포수,1999-03-18,184,95,연현초-성남중-성남고-SK-상무
56,전의산,SSG,내야수,2000-11-25,188,98,부산수영초-개성중-경남고-SK
51,정동윤,SSG,투수,1997-10-22,193,103,덕성초(안산리틀)-중앙중-야탑고-SK-상무-SK
null,정성곤,SSG,투수,1996-07-10,181,80,역삼초-휘문중-구리인창고-KT-상무-KT-SSG
95,정준재,SSG,내야수,2003-01-03,165,68,상인천초-동인천중-강릉고-동국대(얼리 드래프트)
96,정현승,SSG,외야수,2001-10-24,180,80,현산초-부천중-덕수고-인하대
19,조병현,SSG,투수,2002-05-08,182,90,온양온천초-온양중-세광고-SK-SSG-상무
25,조요한,SSG,투수,2000-01-06,191,102,광주화정초-충장중-광주제일고-동강대-SK-SSG-상무
20,조형우,SSG,포수,2002-04-04,187,95,송정동초-무등중-광주제일고-SK
60,채현우,SSG,외야수,1995-11-21,182,80,칠성초-경복중-대구상원고-송원대-SK
52,최경모,SSG,내야수,1996-06-17,168,73,본리초-경운중-경북고-홍익대-SK
67,최민준,SSG,투수,1999-06-11,178,83,부산수영초-경남중-경남고-SK-상무-SK
69,최민창,SSG,외야수,1996-04-16,179,76,강남초-선린중-신일고-LG
23,최상민,SSG,외야수,1999-08-20,178,75,석교초-청주중-북일고
62,최수호,SSG,투수,2000-07-19,183,78,봉천초-배명중-북일고-SK
3,최유빈,SSG,내야수,2003-05-05,183,83,양진초(광진구리틀)-건대부중-장충고
14,최정,SSG,내야수,1987-02-28,180,90,대일초-평촌중-유신고-SK
7,최준우,SSG,내야수,1999-03-25,176,78,방배초-대치중-장충고-SK-상무
54,최지훈,SSG,외야수,1997-07-23,178,82,광주수창초-무등중-광주제일고-동국대-SK
94,최현석,SSG,투수,2003-10-16,185,90,서흥초-동산중-동산고-부산과학기술대
17,추신수,SSG,외야수,1982-07-13,180,97,부산수영초-부산중-부산고-SK
13,하재훈,SSG,외야수,1990-10-29,182,90,양덕초-마산동중-용마고-SK
34,한두솔,SSG,투수,1997-01-15,177,86,광주수창초-진흥중-광주제일고-일본 오사카 리세이샤 전문대학-KT
35,한유섬,SSG,외야수,1989-08-09,190,105,중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK
21,허민혁,SSG,투수,1999-08-20,188,90,서당초-매향중-공주고-SK
7,허진,SSG,내야수,2001-06-16,175,78,광주수창초-충장중-광주동성고-고려대
8,현원회,SSG,포수,2001-07-08,180,95,가동초-경상중-대구고-SK
